"State","Year.Month","Report.Number"
"RI","2010-07",5
"RI","2010-08",7
"RI","2010-09",4
"RI","2010-10",3
"RI","2010-11",2
"RI","2010-12",3
"RI","2011-01",2
"RI","2011-02",3
"RI","2011-03",6
"RI","2011-04",1
"RI","2011-05",2
"RI","2011-06",4
"RI","2011-07",1
"RI","2011-08",6
"RI","2011-09",4
"RI","2011-10",3
"RI","2011-11",5
"RI","2011-12",3
"RI","2012-01",4
"RI","2012-02",3
"RI","2012-03",2
"RI","2012-04",3
"RI","2012-05",3
"RI","2012-06",2
"RI","2012-07",2
"RI","2012-08",6
"RI","2012-09",4
"RI","2012-10",1
"RI","2012-11",0
"RI","2012-12",4
"RI","2013-01",0
"RI","2013-02",3
"RI","2013-03",2
"RI","2013-04",1
"RI","2013-05",1
"RI","2013-06",2
"RI","2013-07",2
"RI","2013-08",5
"RI","2013-09",4
"RI","2013-10",6
"RI","2013-11",2
"RI","2013-12",1
"RI","2014-01",2
"RI","2014-02",7
"RI","2014-03",1
"RI","2014-04",4
"RI","2014-05",4
"RI","2014-06",1
"RI","2014-07",4
"RI","2014-08",5
"RI","2014-09",6
"RI","2014-10",7
"RI","2014-11",2
"RI","2014-12",5
"RI","2015-01",2
"RI","2015-02",1
"RI","2015-03",4
"RI","2015-04",1
"RI","2015-05",5
"RI","2015-06",1
"RI","2015-07",3
"RI","2015-08",3
"RI","2015-09",6
"RI","2015-10",1
"RI","2015-11",4
"RI","2015-12",1
"RI","2016-01",3
"RI","2016-02",0
"RI","2016-03",0
"RI","2016-04",0
"SC","2005-01",0
"SC","2005-02",13
"SC","2005-03",22
"SC","2005-04",14
"SC","2005-05",15
"SC","2005-06",18
"SC","2005-07",24
"SC","2005-08",25
"SC","2005-09",9
"SC","2005-10",11
"SC","2005-11",15
"SC","2005-12",12
"SC","2006-01",11
"SC","2006-02",21
"SC","2006-03",15
"SC","2006-04",17
"SC","2006-05",28
"SC","2006-06",17
"SC","2006-07",15
"SC","2006-08",14
"SC","2006-09",17
"SC","2006-10",17
"SC","2006-11",13
"SC","2006-12",12
"SC","2007-01",21
"SC","2007-02",17
"SC","2007-03",20
"SC","2007-04",21
"SC","2007-05",21
"SC","2007-06",20
"SC","2007-07",24
"SC","2007-08",26
"SC","2007-09",22
"SC","2007-10",29
"SC","2007-11",12
"SC","2007-12",14
"SC","2008-01",15
"SC","2008-02",15
"SC","2008-03",16
"SC","2008-04",18
"SC","2008-05",20
"SC","2008-06",15
"SC","2008-07",20
"SC","2008-08",12
"SC","2008-09",15
"SC","2008-10",10
"SC","2008-11",9
"SC","2008-12",5
"SC","2009-01",9
"SC","2009-02",11
"SC","2009-03",14
"SC","2009-04",10
"SC","2009-05",15
"SC","2009-06",11
"SC","2009-07",20
"SC","2009-08",13
"SC","2009-09",8
"SC","2009-10",12
"SC","2009-11",12
"SC","2009-12",8
"SC","2010-01",7
"SC","2010-02",8
"SC","2010-03",8
"SC","2010-04",20
"SC","2010-05",12
"SC","2010-06",24
"SC","2010-07",23
"SC","2010-08",14
"SC","2010-09",17
"SC","2010-10",20
"SC","2010-11",15
"SC","2010-12",8
"SC","2011-01",15
"SC","2011-02",12
"SC","2011-03",13
"SC","2011-04",10
"SC","2011-05",15
"SC","2011-06",20
"SC","2011-07",10
"SC","2011-08",20
"SC","2011-09",10
"SC","2011-10",17
"SC","2011-11",9
"SC","2011-12",9
"SC","2012-01",10
"SC","2012-02",11
"SC","2012-03",13
"SC","2012-04",11
"SC","2012-05",9
"SC","2012-06",19
"SC","2012-07",16
"SC","2012-08",13
"SC","2012-09",9
"SC","2012-10",16
"SC","2012-11",16
"SC","2012-12",9
"SC","2013-01",13
"SC","2013-02",10
"SC","2013-03",9
"SC","2013-04",5
"SC","2013-05",9
"SC","2013-06",9
"SC","2013-07",6
"SC","2013-08",14
"SC","2013-09",10
"SC","2013-10",14
"SC","2013-11",10
"SC","2013-12",12
"SC","2014-01",10
"SC","2014-02",9
"SC","2014-03",15
"SC","2014-04",16
"SC","2014-05",28
"SC","2014-06",16
"SC","2014-07",30
"SC","2014-08",16
"SC","2014-09",15
"SC","2014-10",20
"SC","2014-11",12
"SC","2014-12",14
"SC","2015-01",17
"SC","2015-02",11
"SC","2015-03",11
"SC","2015-04",15
"SC","2015-05",17
"SC","2015-06",17
"SC","2015-07",12
"SC","2015-08",13
"SC","2015-09",6
"SC","2015-10",10
"SC","2015-11",8
"SC","2015-12",6
"SC","2016-01",10
"SC","2016-02",3
"SC","2016-03",0
"SC","2016-04",0
"SD","2005-01",0
"SD","2005-02",2
"SD","2005-03",2
"SD","2005-04",0
"SD","2005-05",1
"SD","2005-06",2
"SD","2005-07",1
"SD","2005-08",2
"SD","2005-09",0
"SD","2005-10",2
"SD","2005-11",0
"SD","2005-12",2
"SD","2006-01",1
"SD","2006-02",3
"SD","2006-03",4
"SD","2006-04",3
"SD","2006-05",3
"SD","2006-06",1
"SD","2006-07",4
"SD","2006-08",4
"SD","2006-09",3
"SD","2006-10",1
"SD","2006-11",1
"SD","2006-12",0
"SD","2007-01",0
"SD","2007-02",2
"SD","2007-03",6
"SD","2007-04",3
"SD","2007-05",0
"SD","2007-06",0
"SD","2007-07",2
"SD","2007-08",10
"SD","2007-09",2
"SD","2007-10",3
"SD","2007-11",2
"SD","2007-12",1
"SD","2008-01",4
"SD","2008-02",4
"SD","2008-03",2
"SD","2008-04",0
"SD","2008-05",2
"SD","2008-06",4
"SD","2008-07",3
"SD","2008-08",5
"SD","2008-09",2
"SD","2008-10",0
"SD","2008-11",1
"SD","2008-12",0
"SD","2009-01",0
"SD","2009-02",1
"SD","2009-03",0
"SD","2009-04",5
"SD","2009-05",0
"SD","2009-06",3
"SD","2009-07",4
"SD","2009-08",2
"SD","2009-09",2
"SD","2009-10",0
"SD","2009-11",1
"SD","2009-12",1
"SD","2010-01",0
"SD","2010-02",2
"SD","2010-03",3
"SD","2010-04",2
"SD","2010-05",2
"SD","2010-06",1
"SD","2010-07",5
"SD","2010-08",5
"SD","2010-09",2
"SD","2010-10",1
"SD","2010-11",2
"SD","2010-12",0
"SD","2011-01",1
"SD","2011-02",2
"SD","2011-03",0
"SD","2011-04",4
"SD","2011-05",1
"SD","2011-06",1
"SD","2011-07",3
"SD","2011-08",2
"SD","2011-09",3
"SD","2011-10",4
"SD","2011-11",2
"SD","2011-12",2
"SD","2012-01",1
"SD","2012-02",2
"SD","2012-03",2
"SD","2012-04",3
"SD","2012-05",1
"SD","2012-06",4
"SD","2012-07",5
"SD","2012-08",6
"SD","2012-09",3
"SD","2012-10",3
"SD","2012-11",1
"SD","2012-12",3
"SD","2013-01",1
"SD","2013-02",1
"SD","2013-03",2
"SD","2013-04",1
"SD","2013-05",2
"SD","2013-06",1
"SD","2013-07",1
"SD","2013-08",2
"SD","2013-09",2
"SD","2013-10",0
"SD","2013-11",0
"SD","2013-12",2
"SD","2014-01",0
"SD","2014-02",0
"SD","2014-03",1
"SD","2014-04",3
"SD","2014-05",2
"SD","2014-06",1
"SD","2014-07",2
"SD","2014-08",2
"SD","2014-09",5
"SD","2014-10",0
"SD","2014-11",3
"SD","2014-12",0
"SD","2015-01",3
"SD","2015-02",1
"SD","2015-03",3
"SD","2015-04",0
"SD","2015-05",1
"SD","2015-06",4
"SD","2015-07",1
"SD","2015-08",3
"SD","2015-09",4
"SD","2015-10",2
"SD","2015-11",2
"SD","2015-12",2
"SD","2016-01",1
"SD","2016-02",1
"SD","2016-03",0
"SD","2016-04",0
"TN","2005-01",0
"TN","2005-02",64
"TN","2005-03",64
"TN","2005-04",64
"TN","2005-05",63
"TN","2005-06",76
"TN","2005-07",70
"TN","2005-08",103
"TN","2005-09",66
"TN","2005-10",99
"TN","2005-11",62
"TN","2005-12",46
"TN","2006-01",58
"TN","2006-02",56
"TN","2006-03",77
"TN","2006-04",74
"TN","2006-05",75
"TN","2006-06",111
"TN","2006-07",86
"TN","2006-08",90
"TN","2006-09",70
"TN","2006-10",88
"TN","2006-11",61
"TN","2006-12",52
"TN","2007-01",52
"TN","2007-02",60
"TN","2007-03",71
"TN","2007-04",56
"TN","2007-05",86
"TN","2007-06",99
"TN","2007-07",92
"TN","2007-08",113
"TN","2007-09",80
"TN","2007-10",62
"TN","2007-11",49
"TN","2007-12",61
"TN","2008-01",62
"TN","2008-02",53
"TN","2008-03",66
"TN","2008-04",71
"TN","2008-05",85
"TN","2008-06",89
"TN","2008-07",101
"TN","2008-08",68
"TN","2008-09",69
"TN","2008-10",69
"TN","2008-11",56
"TN","2008-12",53
"TN","2009-01",43
"TN","2009-02",55
"TN","2009-03",57
"TN","2009-04",48
"TN","2009-05",70
"TN","2009-06",88
"TN","2009-07",68
"TN","2009-08",78
"TN","2009-09",60
"TN","2009-10",56
"TN","2009-11",41
"TN","2009-12",45
"TN","2010-01",55
"TN","2010-02",51
"TN","2010-03",59
"TN","2010-04",59
"TN","2010-05",70
"TN","2010-06",72
"TN","2010-07",88
"TN","2010-08",69
"TN","2010-09",65
"TN","2010-10",68
"TN","2010-11",47
"TN","2010-12",48
"TN","2011-01",57
"TN","2011-02",51
"TN","2011-03",69
"TN","2011-04",53
"TN","2011-05",76
"TN","2011-06",69
"TN","2011-07",76
"TN","2011-08",63
"TN","2011-09",54
"TN","2011-10",49
"TN","2011-11",37
"TN","2011-12",44
"TN","2012-01",46
"TN","2012-02",45
"TN","2012-03",69
"TN","2012-04",63
"TN","2012-05",84
"TN","2012-06",61
"TN","2012-07",93
"TN","2012-08",97
"TN","2012-09",65
"TN","2012-10",61
"TN","2012-11",50
"TN","2012-12",36
"TN","2013-01",53
"TN","2013-02",48
"TN","2013-03",63
"TN","2013-04",63
"TN","2013-05",75
"TN","2013-06",72
"TN","2013-07",79
"TN","2013-08",82
"TN","2013-09",63
"TN","2013-10",53
"TN","2013-11",62
"TN","2013-12",46
"TN","2014-01",57
"TN","2014-02",58
"TN","2014-03",61
"TN","2014-04",60
"TN","2014-05",80
"TN","2014-06",74
"TN","2014-07",99
"TN","2014-08",93
"TN","2014-09",78
"TN","2014-10",84
"TN","2014-11",49
"TN","2014-12",49
"TN","2015-01",52
"TN","2015-02",56
"TN","2015-03",67
"TN","2015-04",61
"TN","2015-05",76
"TN","2015-06",100
"TN","2015-07",81
"TN","2015-08",90
"TN","2015-09",87
"TN","2015-10",92
"TN","2015-11",75
"TN","2015-12",51
"TN","2016-01",42
"TN","2016-02",20
"TN","2016-03",0
"TN","2016-04",0
"TX","2005-01",0
"TX","2005-02",99
"TX","2005-03",117
"TX","2005-04",127
"TX","2005-05",161
"TX","2005-06",128
"TX","2005-07",108
"TX","2005-08",136
"TX","2005-09",152
"TX","2005-10",108
"TX","2005-11",116
"TX","2005-12",93
"TX","2006-01",102
"TX","2006-02",120
"TX","2006-03",145
"TX","2006-04",153
"TX","2006-05",123
"TX","2006-06",146
"TX","2006-07",144
"TX","2006-08",131
"TX","2006-09",132
"TX","2006-10",122
"TX","2006-11",128
"TX","2006-12",108
"TX","2007-01",118
"TX","2007-02",112
"TX","2007-03",125
"TX","2007-04",131
"TX","2007-05",154
"TX","2007-06",159
"TX","2007-07",151
"TX","2007-08",186
"TX","2007-09",140
"TX","2007-10",125
"TX","2007-11",99
"TX","2007-12",76
"TX","2008-01",96
"TX","2008-02",108
"TX","2008-03",109
"TX","2008-04",144
"TX","2008-05",127
"TX","2008-06",161
"TX","2008-07",177
"TX","2008-08",131
"TX","2008-09",118
"TX","2008-10",116
"TX","2008-11",93
"TX","2008-12",97
"TX","2009-01",101
"TX","2009-02",89
"TX","2009-03",108
"TX","2009-04",68
"TX","2009-05",112
"TX","2009-06",114
"TX","2009-07",138
"TX","2009-08",121
"TX","2009-09",100
"TX","2009-10",88
"TX","2009-11",85
"TX","2009-12",49
"TX","2010-01",72
"TX","2010-02",70
"TX","2010-03",92
"TX","2010-04",90
"TX","2010-05",114
"TX","2010-06",120
"TX","2010-07",119
"TX","2010-08",143
"TX","2010-09",102
"TX","2010-10",99
"TX","2010-11",90
"TX","2010-12",98
"TX","2011-01",107
"TX","2011-02",85
"TX","2011-03",137
"TX","2011-04",124
"TX","2011-05",167
"TX","2011-06",138
"TX","2011-07",137
"TX","2011-08",156
"TX","2011-09",143
"TX","2011-10",114
"TX","2011-11",100
"TX","2011-12",93
"TX","2012-01",112
"TX","2012-02",81
"TX","2012-03",122
"TX","2012-04",130
"TX","2012-05",125
"TX","2012-06",161
"TX","2012-07",120
"TX","2012-08",119
"TX","2012-09",120
"TX","2012-10",136
"TX","2012-11",107
"TX","2012-12",91
"TX","2013-01",115
"TX","2013-02",111
"TX","2013-03",112
"TX","2013-04",116
"TX","2013-05",123
"TX","2013-06",147
"TX","2013-07",143
"TX","2013-08",129
"TX","2013-09",148
"TX","2013-10",135
"TX","2013-11",114
"TX","2013-12",113
"TX","2014-01",116
"TX","2014-02",127
"TX","2014-03",139
"TX","2014-04",137
"TX","2014-05",178
"TX","2014-06",179
"TX","2014-07",177
"TX","2014-08",232
"TX","2014-09",156
"TX","2014-10",145
"TX","2014-11",116
"TX","2014-12",119
"TX","2015-01",94
"TX","2015-02",111
"TX","2015-03",120
"TX","2015-04",117
"TX","2015-05",117
"TX","2015-06",151
"TX","2015-07",171
"TX","2015-08",149
"TX","2015-09",142
"TX","2015-10",170
"TX","2015-11",119
"TX","2015-12",97
"TX","2016-01",108
"TX","2016-02",60
"TX","2016-03",1
"TX","2016-04",0
"UT","2005-01",0
"UT","2005-02",14
"UT","2005-03",19
"UT","2005-04",14
"UT","2005-05",11
"UT","2005-06",15
"UT","2005-07",21
"UT","2005-08",32
"UT","2005-09",27
"UT","2005-10",21
"UT","2005-11",20
"UT","2005-12",15
"UT","2006-01",12
"UT","2006-02",11
"UT","2006-03",21
"UT","2006-04",35
"UT","2006-05",35
"UT","2006-06",39
"UT","2006-07",41
"UT","2006-08",35
"UT","2006-09",30
"UT","2006-10",22
"UT","2006-11",25
"UT","2006-12",21
"UT","2007-01",23
"UT","2007-02",12
"UT","2007-03",21
"UT","2007-04",31
"UT","2007-05",33
"UT","2007-06",26
"UT","2007-07",42
"UT","2007-08",38
"UT","2007-09",31
"UT","2007-10",39
"UT","2007-11",30
"UT","2007-12",18
"UT","2008-01",23
"UT","2008-02",25
"UT","2008-03",20
"UT","2008-04",20
"UT","2008-05",20
"UT","2008-06",31
"UT","2008-07",28
"UT","2008-08",37
"UT","2008-09",21
"UT","2008-10",20
"UT","2008-11",13
"UT","2008-12",17
"UT","2009-01",10
"UT","2009-02",14
"UT","2009-03",15
"UT","2009-04",17
"UT","2009-05",20
"UT","2009-06",22
"UT","2009-07",25
"UT","2009-08",21
"UT","2009-09",22
"UT","2009-10",18
"UT","2009-11",18
"UT","2009-12",12
"UT","2010-01",25
"UT","2010-02",16
"UT","2010-03",16
"UT","2010-04",23
"UT","2010-05",22
"UT","2010-06",37
"UT","2010-07",24
"UT","2010-08",32
"UT","2010-09",33
"UT","2010-10",16
"UT","2010-11",15
"UT","2010-12",16
"UT","2011-01",12
"UT","2011-02",19
"UT","2011-03",18
"UT","2011-04",32
"UT","2011-05",23
"UT","2011-06",12
"UT","2011-07",26
"UT","2011-08",29
"UT","2011-09",27
"UT","2011-10",13
"UT","2011-11",17
"UT","2011-12",8
"UT","2012-01",10
"UT","2012-02",16
"UT","2012-03",24
"UT","2012-04",25
"UT","2012-05",26
"UT","2012-06",23
"UT","2012-07",25
"UT","2012-08",26
"UT","2012-09",37
"UT","2012-10",42
"UT","2012-11",18
"UT","2012-12",10
"UT","2013-01",23
"UT","2013-02",15
"UT","2013-03",20
"UT","2013-04",29
"UT","2013-05",23
"UT","2013-06",36
"UT","2013-07",36
"UT","2013-08",27
"UT","2013-09",27
"UT","2013-10",23
"UT","2013-11",17
"UT","2013-12",17
"UT","2014-01",18
"UT","2014-02",25
"UT","2014-03",22
"UT","2014-04",25
"UT","2014-05",33
"UT","2014-06",20
"UT","2014-07",31
"UT","2014-08",19
"UT","2014-09",24
"UT","2014-10",15
"UT","2014-11",17
"UT","2014-12",12
"UT","2015-01",11
"UT","2015-02",14
"UT","2015-03",24
"UT","2015-04",28
"UT","2015-05",24
"UT","2015-06",27
"UT","2015-07",34
"UT","2015-08",29
"UT","2015-09",30
"UT","2015-10",32
"UT","2015-11",6
"UT","2015-12",18
"UT","2016-01",25
"UT","2016-02",12
"UT","2016-03",0
"UT","2016-04",0
"VA","2005-01",0
"VA","2005-02",16
"VA","2005-03",21
"VA","2005-04",17
"VA","2005-05",17
"VA","2005-06",6
"VA","2005-07",16
"VA","2005-08",20
"VA","2005-09",18
"VA","2005-10",22
"VA","2005-11",15
"VA","2005-12",12
"VA","2006-01",18
"VA","2006-02",12
"VA","2006-03",16
"VA","2006-04",10
"VA","2006-05",24
"VA","2006-06",25
"VA","2006-07",29
"VA","2006-08",11
"VA","2006-09",19
"VA","2006-10",15
"VA","2006-11",14
"VA","2006-12",14
"VA","2007-01",19
"VA","2007-02",17
"VA","2007-03",26
"VA","2007-04",24
"VA","2007-05",19
"VA","2007-06",19
"VA","2007-07",14
"VA","2007-08",20
"VA","2007-09",25
"VA","2007-10",18
"VA","2007-11",14
"VA","2007-12",14
"VA","2008-01",18
"VA","2008-02",15
"VA","2008-03",18
"VA","2008-04",19
"VA","2008-05",16
"VA","2008-06",29
"VA","2008-07",23
"VA","2008-08",16
"VA","2008-09",32
"VA","2008-10",22
"VA","2008-11",9
"VA","2008-12",13
"VA","2009-01",8
"VA","2009-02",19
"VA","2009-03",20
"VA","2009-04",44
"VA","2009-05",15
"VA","2009-06",16
"VA","2009-07",16
"VA","2009-08",19
"VA","2009-09",29
"VA","2009-10",14
"VA","2009-11",11
"VA","2009-12",17
"VA","2010-01",16
"VA","2010-02",7
"VA","2010-03",17
"VA","2010-04",25
"VA","2010-05",28
"VA","2010-06",10
"VA","2010-07",25
"VA","2010-08",24
"VA","2010-09",23
"VA","2010-10",17
"VA","2010-11",15
"VA","2010-12",13
"VA","2011-01",19
"VA","2011-02",14
"VA","2011-03",12
"VA","2011-04",11
"VA","2011-05",21
"VA","2011-06",22
"VA","2011-07",30
"VA","2011-08",30
"VA","2011-09",15
"VA","2011-10",8
"VA","2011-11",17
"VA","2011-12",9
"VA","2012-01",18
"VA","2012-02",27
"VA","2012-03",22
"VA","2012-04",15
"VA","2012-05",30
"VA","2012-06",24
"VA","2012-07",13
"VA","2012-08",20
"VA","2012-09",15
"VA","2012-10",20
"VA","2012-11",9
"VA","2012-12",13
"VA","2013-01",16
"VA","2013-02",24
"VA","2013-03",10
"VA","2013-04",27
"VA","2013-05",18
"VA","2013-06",15
"VA","2013-07",22
"VA","2013-08",16
"VA","2013-09",14
"VA","2013-10",13
"VA","2013-11",17
"VA","2013-12",12
"VA","2014-01",7
"VA","2014-02",18
"VA","2014-03",11
"VA","2014-04",17
"VA","2014-05",21
"VA","2014-06",19
"VA","2014-07",28
"VA","2014-08",18
"VA","2014-09",26
"VA","2014-10",22
"VA","2014-11",28
"VA","2014-12",17
"VA","2015-01",21
"VA","2015-02",10
"VA","2015-03",16
"VA","2015-04",16
"VA","2015-05",12
"VA","2015-06",13
"VA","2015-07",20
"VA","2015-08",24
"VA","2015-09",18
"VA","2015-10",11
"VA","2015-11",22
"VA","2015-12",17
"VA","2016-01",10
"VA","2016-02",8
"VA","2016-03",0
"VA","2016-04",0
"VI","2005-01",0
"VI","2005-02",0
"VI","2005-03",0
"VI","2005-04",0
"VI","2005-05",0
"VI","2005-06",0
"VI","2005-07",0
"VI","2005-08",0
"VI","2005-09",0
"VI","2005-10",0
"VI","2005-11",0
"VI","2005-12",0
"VI","2006-01",0
"VI","2006-02",0
"VI","2006-03",0
"VI","2006-04",0
"VI","2006-05",0
"VI","2006-06",0
"VI","2006-07",0
"VI","2006-08",0
"VI","2006-09",0
"VI","2006-10",0
"VI","2006-11",0
"VI","2006-12",0
"VI","2007-01",0
"VI","2007-02",0
"VI","2007-03",0
"VI","2007-04",0
"VI","2007-05",0
"VI","2007-06",0
"VI","2007-07",0
"VI","2007-08",0
"VI","2007-09",0
"VI","2007-10",0
"VI","2007-11",1
"VI","2007-12",0
"VI","2008-01",0
"VI","2008-02",0
"VI","2008-03",0
"VI","2008-04",0
"VI","2008-05",0
"VI","2008-06",0
"VI","2008-07",0
"VI","2008-08",0
"VI","2008-09",0
"VI","2008-10",0
"VI","2008-11",0
"VI","2008-12",0
"VI","2009-01",0
"VI","2009-02",0
"VI","2009-03",1
"VI","2009-04",0
"VI","2009-05",0
"VI","2009-06",0
"VI","2009-07",0
"VI","2009-08",0
"VI","2009-09",0
"VI","2009-10",0
"VI","2009-11",0
"VI","2009-12",0
"VI","2010-01",0
"VI","2010-02",0
"VI","2010-03",0
"VI","2010-04",0
"VI","2010-05",0
"VI","2010-06",0
"VI","2010-07",0
"VI","2010-08",0
"VI","2010-09",0
"VI","2010-10",0
"VI","2010-11",0
"VI","2010-12",0
"VI","2011-01",1
"VI","2011-02",0
"VI","2011-03",0
"VI","2011-04",0
"VI","2011-05",0
"VI","2011-06",0
"VI","2011-07",0
"VI","2011-08",0
"VI","2011-09",0
"VI","2011-10",0
"VI","2011-11",0
"VI","2011-12",0
"VI","2012-01",0
"VI","2012-02",0
"VI","2012-03",1
"VI","2012-04",0
"VI","2012-05",0
"VI","2012-06",0
"VI","2012-07",0
"VI","2012-08",0
"VI","2012-09",0
"VI","2012-10",1
"VI","2012-11",0
"VI","2012-12",0
"VI","2013-01",0
"VI","2013-02",0
"VI","2013-03",0
"VI","2013-04",0
"VI","2013-05",0
"VI","2013-06",1
"VI","2013-07",0
"VI","2013-08",0
"VI","2013-09",0
"VI","2013-10",0
"VI","2013-11",0
"VI","2013-12",0
"VI","2014-01",0
"VI","2014-02",0
"VI","2014-03",0
"VI","2014-04",0
"VI","2014-05",0
"VI","2014-06",0
"VI","2014-07",0
"VI","2014-08",0
"VI","2014-09",0
"VI","2014-10",0
"VI","2014-11",0
"VI","2014-12",0
"VI","2015-01",0
"VI","2015-02",0
"VI","2015-03",0
"VI","2015-04",0
"VI","2015-05",0
"VI","2015-06",0
"VI","2015-07",0
"VI","2015-08",0
"VI","2015-09",0
"VI","2015-10",0
"VI","2015-11",1
"VI","2015-12",0
"VI","2016-01",0
"VI","2016-02",0
"VI","2016-03",0
"VI","2016-04",0
"VT","2005-01",0
"VT","2005-02",1
"VT","2005-03",4
"VT","2005-04",1
"VT","2005-05",0
"VT","2005-06",3
"VT","2005-07",1
"VT","2005-08",1
"VT","2005-09",0
"VT","2005-10",1
"VT","2005-11",1
"VT","2005-12",2
"VT","2006-01",0
"VT","2006-02",4
"VT","2006-03",0
"VT","2006-04",0
"VT","2006-05",2
"VT","2006-06",3
"VT","2006-07",1
"VT","2006-08",0
"VT","2006-09",4
"VT","2006-10",0
"VT","2006-11",2
"VT","2006-12",3
"VT","2007-01",1
"VT","2007-02",0
"VT","2007-03",2
"VT","2007-04",1
"VT","2007-05",2
"VT","2007-06",2
"VT","2007-07",2
"VT","2007-08",3
"VT","2007-09",3
"VT","2007-10",3
"VT","2007-11",0
"VT","2007-12",0
"VT","2008-01",0
"VT","2008-02",1
"VT","2008-03",1
"VT","2008-04",3
"VT","2008-05",0
"VT","2008-06",3
"VT","2008-07",3
"VT","2008-08",2
"VT","2008-09",2
"VT","2008-10",2
"VT","2008-11",3
"VT","2008-12",1
"VT","2009-01",1
"VT","2009-02",1
"VT","2009-03",4
"VT","2009-04",1
"VT","2009-05",0
"VT","2009-06",1
"VT","2009-07",3
"VT","2009-08",2
"VT","2009-09",0
"VT","2009-10",0
"VT","2009-11",0
"VT","2009-12",0
"VT","2010-01",0
"VT","2010-02",1
"VT","2010-03",1
"VT","2010-04",0
"VT","2010-05",1
"VT","2010-06",1
"VT","2010-07",1
"VT","2010-08",2
"VT","2010-09",2
"VT","2010-10",3
"VT","2010-11",0
"VT","2010-12",1
"VT","2011-01",1
"VT","2011-02",0
"VT","2011-03",2
"VT","2011-04",0
"VT","2011-05",0
"VT","2011-06",2
"VT","2011-07",1
"VT","2011-08",1
"VT","2011-09",0
"VT","2011-10",0
"VT","2011-11",2
"VT","2011-12",2
"VT","2012-01",2
"VT","2012-02",2
"VT","2012-03",0
"VT","2012-04",1
"VT","2012-05",1
"VT","2012-06",0
"VT","2012-07",1
"VT","2012-08",4
"VT","2012-09",1
"VT","2012-10",1
"VT","2012-11",3
"VT","2012-12",1
"VT","2013-01",0
"VT","2013-02",1
"VT","2013-03",4
"VT","2013-04",1
"VT","2013-05",2
"VT","2013-06",2
"VT","2013-07",1
"VT","2013-08",0
"VT","2013-09",0
"VT","2013-10",3
"VT","2013-11",1
"VT","2013-12",1
"VT","2014-01",0
"VT","2014-02",0
"VT","2014-03",0
"VT","2014-04",0
"VT","2014-05",2
"VT","2014-06",0
"VT","2014-07",0
"VT","2014-08",0
"VT","2014-09",2
"VT","2014-10",2
"VT","2014-11",0
"VT","2014-12",1
"VT","2015-01",0
"VT","2015-02",0
"VT","2015-03",1
"VT","2015-04",1
"VT","2015-05",0
"VT","2015-06",1
"VT","2015-07",1
"VT","2015-08",0
"VT","2015-09",1
"VT","2015-10",1
"VT","2015-11",2
"VT","2015-12",2
"VT","2016-01",1
"VT","2016-02",1
"VT","2016-03",0
"VT","2016-04",0
"WA","2005-01",0
"WA","2005-02",19
"WA","2005-03",22
"WA","2005-04",16
"WA","2005-05",20
"WA","2005-06",24
"WA","2005-07",39
"WA","2005-08",34
"WA","2005-09",14
"WA","2005-10",19
"WA","2005-11",21
"WA","2005-12",13
"WA","2006-01",24
"WA","2006-02",33
"WA","2006-03",26
"WA","2006-04",27
"WA","2006-05",37
"WA","2006-06",43
"WA","2006-07",36
"WA","2006-08",39
"WA","2006-09",22
"WA","2006-10",30
"WA","2006-11",30
"WA","2006-12",21
"WA","2007-01",32
"WA","2007-02",35
"WA","2007-03",28
"WA","2007-04",34
"WA","2007-05",38
"WA","2007-06",30
"WA","2007-07",34
"WA","2007-08",36
"WA","2007-09",24
"WA","2007-10",48
"WA","2007-11",20
"WA","2007-12",18
"WA","2008-01",22
"WA","2008-02",19
"WA","2008-03",22
"WA","2008-04",43
"WA","2008-05",41
"WA","2008-06",39
"WA","2008-07",37
"WA","2008-08",29
"WA","2008-09",23
"WA","2008-10",17
"WA","2008-11",18
"WA","2008-12",19
"WA","2009-01",17
"WA","2009-02",24
"WA","2009-03",14
"WA","2009-04",23
"WA","2009-05",18
"WA","2009-06",28
"WA","2009-07",32
"WA","2009-08",25
"WA","2009-09",19
"WA","2009-10",21
"WA","2009-11",10
"WA","2009-12",15
"WA","2010-01",16
"WA","2010-02",15
"WA","2010-03",22
"WA","2010-04",27
"WA","2010-05",16
"WA","2010-06",20
"WA","2010-07",31
"WA","2010-08",22
"WA","2010-09",19
"WA","2010-10",18
"WA","2010-11",9
"WA","2010-12",16
"WA","2011-01",18
"WA","2011-02",19
"WA","2011-03",19
"WA","2011-04",12
"WA","2011-05",15
"WA","2011-06",26
"WA","2011-07",21
"WA","2011-08",18
"WA","2011-09",22
"WA","2011-10",15
"WA","2011-11",13
"WA","2011-12",8
"WA","2012-01",8
"WA","2012-02",13
"WA","2012-03",8
"WA","2012-04",20
"WA","2012-05",19
"WA","2012-06",29
"WA","2012-07",27
"WA","2012-08",24
"WA","2012-09",21
"WA","2012-10",18
"WA","2012-11",14
"WA","2012-12",15
"WA","2013-01",13
"WA","2013-02",11
"WA","2013-03",14
"WA","2013-04",12
"WA","2013-05",17
"WA","2013-06",28
"WA","2013-07",23
"WA","2013-08",23
"WA","2013-09",17
"WA","2013-10",11
"WA","2013-11",15
"WA","2013-12",11
"WA","2014-01",14
"WA","2014-02",11
"WA","2014-03",20
"WA","2014-04",14
"WA","2014-05",22
