"State","Year.Month","Report.Number"
"IN","2011-03",34
"IN","2011-04",36
"IN","2011-05",41
"IN","2011-06",44
"IN","2011-07",48
"IN","2011-08",48
"IN","2011-09",45
"IN","2011-10",29
"IN","2011-11",35
"IN","2011-12",18
"IN","2012-01",24
"IN","2012-02",31
"IN","2012-03",40
"IN","2012-04",33
"IN","2012-05",57
"IN","2012-06",52
"IN","2012-07",47
"IN","2012-08",34
"IN","2012-09",48
"IN","2012-10",45
"IN","2012-11",41
"IN","2012-12",31
"IN","2013-01",28
"IN","2013-02",19
"IN","2013-03",44
"IN","2013-04",44
"IN","2013-05",37
"IN","2013-06",43
"IN","2013-07",57
"IN","2013-08",51
"IN","2013-09",38
"IN","2013-10",56
"IN","2013-11",37
"IN","2013-12",23
"IN","2014-01",29
"IN","2014-02",29
"IN","2014-03",37
"IN","2014-04",62
"IN","2014-05",51
"IN","2014-06",52
"IN","2014-07",53
"IN","2014-08",58
"IN","2014-09",59
"IN","2014-10",63
"IN","2014-11",43
"IN","2014-12",39
"IN","2015-01",48
"IN","2015-02",33
"IN","2015-03",48
"IN","2015-04",57
"IN","2015-05",55
"IN","2015-06",60
"IN","2015-07",62
"IN","2015-08",50
"IN","2015-09",56
"IN","2015-10",48
"IN","2015-11",26
"IN","2015-12",35
"IN","2016-01",33
"IN","2016-02",16
"IN","2016-03",0
"IN","2016-04",0
"KS","2005-01",0
"KS","2005-02",26
"KS","2005-03",29
"KS","2005-04",29
"KS","2005-05",29
"KS","2005-06",23
"KS","2005-07",21
"KS","2005-08",37
"KS","2005-09",36
"KS","2005-10",34
"KS","2005-11",39
"KS","2005-12",18
"KS","2006-01",34
"KS","2006-02",28
"KS","2006-03",40
"KS","2006-04",41
"KS","2006-05",45
"KS","2006-06",50
"KS","2006-07",57
"KS","2006-08",42
"KS","2006-09",38
"KS","2006-10",43
"KS","2006-11",36
"KS","2006-12",37
"KS","2007-01",27
"KS","2007-02",25
"KS","2007-03",47
"KS","2007-04",22
"KS","2007-05",47
"KS","2007-06",45
"KS","2007-07",33
"KS","2007-08",53
"KS","2007-09",34
"KS","2007-10",28
"KS","2007-11",23
"KS","2007-12",21
"KS","2008-01",22
"KS","2008-02",20
"KS","2008-03",11
"KS","2008-04",40
"KS","2008-05",29
"KS","2008-06",41
"KS","2008-07",43
"KS","2008-08",30
"KS","2008-09",24
"KS","2008-10",29
"KS","2008-11",24
"KS","2008-12",25
"KS","2009-01",19
"KS","2009-02",21
"KS","2009-03",27
"KS","2009-04",25
"KS","2009-05",36
"KS","2009-06",41
"KS","2009-07",27
"KS","2009-08",29
"KS","2009-09",42
"KS","2009-10",18
"KS","2009-11",21
"KS","2009-12",24
"KS","2010-01",18
"KS","2010-02",18
"KS","2010-03",33
"KS","2010-04",27
"KS","2010-05",23
"KS","2010-06",24
"KS","2010-07",35
"KS","2010-08",31
"KS","2010-09",15
"KS","2010-10",23
"KS","2010-11",19
"KS","2010-12",13
"KS","2011-01",20
"KS","2011-02",19
"KS","2011-03",24
"KS","2011-04",37
"KS","2011-05",32
"KS","2011-06",36
"KS","2011-07",35
"KS","2011-08",41
"KS","2011-09",24
"KS","2011-10",17
"KS","2011-11",15
"KS","2011-12",21
"KS","2012-01",17
"KS","2012-02",24
"KS","2012-03",27
"KS","2012-04",22
"KS","2012-05",27
"KS","2012-06",25
"KS","2012-07",31
"KS","2012-08",33
"KS","2012-09",29
"KS","2012-10",22
"KS","2012-11",21
"KS","2012-12",23
"KS","2013-01",19
"KS","2013-02",15
"KS","2013-03",21
"KS","2013-04",21
"KS","2013-05",39
"KS","2013-06",25
"KS","2013-07",34
"KS","2013-08",33
"KS","2013-09",31
"KS","2013-10",39
"KS","2013-11",17
"KS","2013-12",28
"KS","2014-01",16
"KS","2014-02",30
"KS","2014-03",31
"KS","2014-04",24
"KS","2014-05",28
"KS","2014-06",26
"KS","2014-07",24
"KS","2014-08",31
"KS","2014-09",28
"KS","2014-10",32
"KS","2014-11",23
"KS","2014-12",15
"KS","2015-01",26
"KS","2015-02",21
"KS","2015-03",33
"KS","2015-04",20
"KS","2015-05",27
"KS","2015-06",50
"KS","2015-07",41
"KS","2015-08",23
"KS","2015-09",44
"KS","2015-10",30
"KS","2015-11",25
"KS","2015-12",31
"KS","2016-01",17
"KS","2016-02",9
"KS","2016-03",0
"KS","2016-04",0
"KY","2005-01",0
"KY","2005-02",39
"KY","2005-03",37
"KY","2005-04",29
"KY","2005-05",43
"KY","2005-06",48
"KY","2005-07",58
"KY","2005-08",61
"KY","2005-09",53
"KY","2005-10",33
"KY","2005-11",40
"KY","2005-12",45
"KY","2006-01",51
"KY","2006-02",29
"KY","2006-03",41
"KY","2006-04",33
"KY","2006-05",33
"KY","2006-06",40
"KY","2006-07",34
"KY","2006-08",56
"KY","2006-09",31
"KY","2006-10",35
"KY","2006-11",30
"KY","2006-12",21
"KY","2007-01",31
"KY","2007-02",23
"KY","2007-03",31
"KY","2007-04",34
"KY","2007-05",41
"KY","2007-06",30
"KY","2007-07",52
"KY","2007-08",29
"KY","2007-09",31
"KY","2007-10",36
"KY","2007-11",24
"KY","2007-12",23
"KY","2008-01",16
"KY","2008-02",18
"KY","2008-03",29
"KY","2008-04",27
"KY","2008-05",23
"KY","2008-06",55
"KY","2008-07",32
"KY","2008-08",36
"KY","2008-09",36
"KY","2008-10",39
"KY","2008-11",26
"KY","2008-12",40
"KY","2009-01",34
"KY","2009-02",29
"KY","2009-03",25
"KY","2009-04",29
"KY","2009-05",46
"KY","2009-06",31
"KY","2009-07",34
"KY","2009-08",44
"KY","2009-09",45
"KY","2009-10",45
"KY","2009-11",51
"KY","2009-12",46
"KY","2010-01",37
"KY","2010-02",40
"KY","2010-03",47
"KY","2010-04",35
"KY","2010-05",39
"KY","2010-06",41
"KY","2010-07",60
"KY","2010-08",38
"KY","2010-09",46
"KY","2010-10",27
"KY","2010-11",32
"KY","2010-12",23
"KY","2011-01",25
"KY","2011-02",30
"KY","2011-03",32
"KY","2011-04",30
"KY","2011-05",45
"KY","2011-06",39
"KY","2011-07",43
"KY","2011-08",58
"KY","2011-09",37
"KY","2011-10",22
"KY","2011-11",33
"KY","2011-12",25
"KY","2012-01",15
"KY","2012-02",27
"KY","2012-03",40
"KY","2012-04",29
"KY","2012-05",31
"KY","2012-06",42
"KY","2012-07",38
"KY","2012-08",42
"KY","2012-09",32
"KY","2012-10",30
"KY","2012-11",36
"KY","2012-12",15
"KY","2013-01",32
"KY","2013-02",22
"KY","2013-03",24
"KY","2013-04",24
"KY","2013-05",39
"KY","2013-06",44
"KY","2013-07",39
"KY","2013-08",47
"KY","2013-09",34
"KY","2013-10",43
"KY","2013-11",25
"KY","2013-12",37
"KY","2014-01",31
"KY","2014-02",37
"KY","2014-03",31
"KY","2014-04",43
"KY","2014-05",43
"KY","2014-06",29
"KY","2014-07",37
"KY","2014-08",37
"KY","2014-09",42
"KY","2014-10",48
"KY","2014-11",47
"KY","2014-12",42
"KY","2015-01",42
"KY","2015-02",32
"KY","2015-03",42
"KY","2015-04",35
"KY","2015-05",25
"KY","2015-06",38
"KY","2015-07",38
"KY","2015-08",32
"KY","2015-09",35
"KY","2015-10",36
"KY","2015-11",25
"KY","2015-12",36
"KY","2016-01",31
"KY","2016-02",18
"KY","2016-03",0
"KY","2016-04",0
"LA","2005-01",0
"LA","2005-02",14
"LA","2005-03",21
"LA","2005-04",22
"LA","2005-05",23
"LA","2005-06",23
"LA","2005-07",33
"LA","2005-08",24
"LA","2005-09",21
"LA","2005-10",16
"LA","2005-11",20
"LA","2005-12",23
"LA","2006-01",21
"LA","2006-02",11
"LA","2006-03",19
"LA","2006-04",21
"LA","2006-05",16
"LA","2006-06",24
"LA","2006-07",20
"LA","2006-08",30
"LA","2006-09",24
"LA","2006-10",24
"LA","2006-11",22
"LA","2006-12",19
"LA","2007-01",31
"LA","2007-02",30
"LA","2007-03",24
"LA","2007-04",42
"LA","2007-05",20
"LA","2007-06",23
"LA","2007-07",26
"LA","2007-08",32
"LA","2007-09",31
"LA","2007-10",27
"LA","2007-11",34
"LA","2007-12",15
"LA","2008-01",21
"LA","2008-02",24
"LA","2008-03",18
"LA","2008-04",21
"LA","2008-05",22
"LA","2008-06",31
"LA","2008-07",28
"LA","2008-08",9
"LA","2008-09",25
"LA","2008-10",13
"LA","2008-11",17
"LA","2008-12",18
"LA","2009-01",16
"LA","2009-02",18
"LA","2009-03",20
"LA","2009-04",17
"LA","2009-05",23
"LA","2009-06",24
"LA","2009-07",17
"LA","2009-08",21
"LA","2009-09",17
"LA","2009-10",17
"LA","2009-11",15
"LA","2009-12",17
"LA","2010-01",7
"LA","2010-02",10
"LA","2010-03",19
"LA","2010-04",15
"LA","2010-05",23
"LA","2010-06",48
"LA","2010-07",20
"LA","2010-08",25
"LA","2010-09",31
"LA","2010-10",28
"LA","2010-11",19
"LA","2010-12",23
"LA","2011-01",16
"LA","2011-02",19
"LA","2011-03",26
"LA","2011-04",15
"LA","2011-05",19
"LA","2011-06",41
"LA","2011-07",40
"LA","2011-08",39
"LA","2011-09",25
"LA","2011-10",32
"LA","2011-11",17
"LA","2011-12",15
"LA","2012-01",18
"LA","2012-02",13
"LA","2012-03",25
"LA","2012-04",17
"LA","2012-05",33
"LA","2012-06",32
"LA","2012-07",31
"LA","2012-08",19
"LA","2012-09",18
"LA","2012-10",22
"LA","2012-11",14
"LA","2012-12",16
"LA","2013-01",11
"LA","2013-02",23
"LA","2013-03",17
"LA","2013-04",32
"LA","2013-05",32
"LA","2013-06",35
"LA","2013-07",26
"LA","2013-08",28
"LA","2013-09",25
"LA","2013-10",46
"LA","2013-11",9
"LA","2013-12",23
"LA","2014-01",13
"LA","2014-02",25
"LA","2014-03",19
"LA","2014-04",29
"LA","2014-05",43
"LA","2014-06",31
"LA","2014-07",24
"LA","2014-08",31
"LA","2014-09",35
"LA","2014-10",43
"LA","2014-11",17
"LA","2014-12",19
"LA","2015-01",20
"LA","2015-02",16
"LA","2015-03",18
"LA","2015-04",9
"LA","2015-05",22
"LA","2015-06",30
"LA","2015-07",30
"LA","2015-08",23
"LA","2015-09",17
"LA","2015-10",23
"LA","2015-11",13
"LA","2015-12",14
"LA","2016-01",17
"LA","2016-02",12
"LA","2016-03",0
"LA","2016-04",0
"MA","2005-01",0
"MA","2005-02",8
"MA","2005-03",18
"MA","2005-04",12
"MA","2005-05",23
"MA","2005-06",25
"MA","2005-07",22
"MA","2005-08",28
"MA","2005-09",20
"MA","2005-10",20
"MA","2005-11",25
"MA","2005-12",20
"MA","2006-01",26
"MA","2006-02",20
"MA","2006-03",18
"MA","2006-04",23
"MA","2006-05",29
"MA","2006-06",29
"MA","2006-07",25
"MA","2006-08",21
"MA","2006-09",29
"MA","2006-10",37
"MA","2006-11",26
"MA","2006-12",22
"MA","2007-01",18
"MA","2007-02",22
"MA","2007-03",26
"MA","2007-04",26
"MA","2007-05",29
"MA","2007-06",21
"MA","2007-07",40
"MA","2007-08",27
"MA","2007-09",13
"MA","2007-10",22
"MA","2007-11",16
"MA","2007-12",7
"MA","2008-01",22
"MA","2008-02",14
"MA","2008-03",26
"MA","2008-04",32
"MA","2008-05",34
"MA","2008-06",34
"MA","2008-07",37
"MA","2008-08",32
"MA","2008-09",28
"MA","2008-10",29
"MA","2008-11",17
"MA","2008-12",11
"MA","2009-01",16
"MA","2009-02",28
"MA","2009-03",17
"MA","2009-04",27
"MA","2009-05",22
"MA","2009-06",27
"MA","2009-07",23
"MA","2009-08",38
"MA","2009-09",29
"MA","2009-10",31
"MA","2009-11",24
"MA","2009-12",17
"MA","2010-01",10
"MA","2010-02",18
"MA","2010-03",21
"MA","2010-04",24
"MA","2010-05",22
"MA","2010-06",25
"MA","2010-07",23
"MA","2010-08",32
"MA","2010-09",21
"MA","2010-10",28
"MA","2010-11",10
"MA","2010-12",22
"MA","2011-01",17
"MA","2011-02",20
"MA","2011-03",20
"MA","2011-04",24
"MA","2011-05",24
"MA","2011-06",19
"MA","2011-07",38
"MA","2011-08",17
"MA","2011-09",14
"MA","2011-10",21
"MA","2011-11",15
"MA","2011-12",15
"MA","2012-01",14
"MA","2012-02",15
"MA","2012-03",20
"MA","2012-04",12
"MA","2012-05",20
"MA","2012-06",24
"MA","2012-07",28
"MA","2012-08",35
"MA","2012-09",23
"MA","2012-10",22
"MA","2012-11",23
"MA","2012-12",18
"MA","2013-01",16
"MA","2013-02",16
"MA","2013-03",21
"MA","2013-04",23
"MA","2013-05",28
"MA","2013-06",17
"MA","2013-07",25
"MA","2013-08",23
"MA","2013-09",20
"MA","2013-10",15
"MA","2013-11",15
"MA","2013-12",14
"MA","2014-01",15
"MA","2014-02",14
"MA","2014-03",19
"MA","2014-04",18
"MA","2014-05",16
"MA","2014-06",23
"MA","2014-07",22
"MA","2014-08",23
"MA","2014-09",24
"MA","2014-10",27
"MA","2014-11",13
"MA","2014-12",19
"MA","2015-01",12
"MA","2015-02",9
"MA","2015-03",23
"MA","2015-04",15
"MA","2015-05",18
"MA","2015-06",20
"MA","2015-07",22
"MA","2015-08",20
"MA","2015-09",19
"MA","2015-10",16
"MA","2015-11",15
"MA","2015-12",25
"MA","2016-01",27
"MA","2016-02",4
"MA","2016-03",0
"MA","2016-04",0
"MD","2005-01",0
"MD","2005-02",10
"MD","2005-03",16
"MD","2005-04",24
"MD","2005-05",15
"MD","2005-06",21
"MD","2005-07",22
"MD","2005-08",44
"MD","2005-09",23
"MD","2005-10",34
"MD","2005-11",46
"MD","2005-12",30
"MD","2006-01",41
"MD","2006-02",29
"MD","2006-03",33
"MD","2006-04",24
"MD","2006-05",15
"MD","2006-06",16
"MD","2006-07",29
"MD","2006-08",29
"MD","2006-09",25
"MD","2006-10",45
"MD","2006-11",34
"MD","2006-12",25
"MD","2007-01",43
"MD","2007-02",41
"MD","2007-03",33
"MD","2007-04",27
"MD","2007-05",27
"MD","2007-06",33
"MD","2007-07",25
"MD","2007-08",28
"MD","2007-09",15
"MD","2007-10",20
"MD","2007-11",29
"MD","2007-12",24
"MD","2008-01",35
"MD","2008-02",16
"MD","2008-03",32
"MD","2008-04",37
"MD","2008-05",27
"MD","2008-06",18
"MD","2008-07",25
"MD","2008-08",14
"MD","2008-09",21
"MD","2008-10",46
"MD","2008-11",29
"MD","2008-12",27
"MD","2009-01",39
"MD","2009-02",30
"MD","2009-03",21
"MD","2009-04",24
"MD","2009-05",32
"MD","2009-06",33
"MD","2009-07",28
"MD","2009-08",37
"MD","2009-09",21
"MD","2009-10",32
"MD","2009-11",24
"MD","2009-12",23
"MD","2010-01",23
"MD","2010-02",30
"MD","2010-03",19
"MD","2010-04",18
"MD","2010-05",24
"MD","2010-06",34
"MD","2010-07",23
"MD","2010-08",25
"MD","2010-09",18
"MD","2010-10",23
"MD","2010-11",19
"MD","2010-12",39
"MD","2011-01",34
"MD","2011-02",30
"MD","2011-03",36
"MD","2011-04",21
"MD","2011-05",32
"MD","2011-06",18
"MD","2011-07",19
"MD","2011-08",15
"MD","2011-09",26
"MD","2011-10",19
"MD","2011-11",30
"MD","2011-12",29
"MD","2012-01",16
"MD","2012-02",21
"MD","2012-03",18
"MD","2012-04",21
"MD","2012-05",23
"MD","2012-06",19
"MD","2012-07",24
"MD","2012-08",28
"MD","2012-09",18
"MD","2012-10",19
"MD","2012-11",13
"MD","2012-12",15
"MD","2013-01",17
"MD","2013-02",7
"MD","2013-03",20
"MD","2013-04",17
"MD","2013-05",17
"MD","2013-06",27
"MD","2013-07",24
"MD","2013-08",18
"MD","2013-09",21
"MD","2013-10",15
"MD","2013-11",17
"MD","2013-12",26
"MD","2014-01",14
"MD","2014-02",15
"MD","2014-03",14
"MD","2014-04",23
"MD","2014-05",35
"MD","2014-06",32
"MD","2014-07",20
"MD","2014-08",43
"MD","2014-09",23
"MD","2014-10",9
"MD","2014-11",26
"MD","2014-12",8
"MD","2015-01",19
"MD","2015-02",25
"MD","2015-03",16
"MD","2015-04",14
"MD","2015-05",14
"MD","2015-06",34
"MD","2015-07",43
"MD","2015-08",33
"MD","2015-09",20
"MD","2015-10",12
"MD","2015-11",11
"MD","2015-12",13
"MD","2016-01",21
"MD","2016-02",7
"MD","2016-03",0
"MD","2016-04",0
"ME","2005-01",0
"ME","2005-02",3
"ME","2005-03",3
"ME","2005-04",3
"ME","2005-05",2
"ME","2005-06",1
"ME","2005-07",3
"ME","2005-08",4
"ME","2005-09",2
"ME","2005-10",0
"ME","2005-11",1
"ME","2005-12",4
"ME","2006-01",3
"ME","2006-02",4
"ME","2006-03",2
"ME","2006-04",3
"ME","2006-05",5
"ME","2006-06",1
"ME","2006-07",3
"ME","2006-08",8
"ME","2006-09",3
"ME","2006-10",9
"ME","2006-11",1
"ME","2006-12",5
"ME","2007-01",4
"ME","2007-02",3
"ME","2007-03",3
"ME","2007-04",4
"ME","2007-05",3
"ME","2007-06",6
"ME","2007-07",7
"ME","2007-08",5
"ME","2007-09",2
"ME","2007-10",6
"ME","2007-11",3
"ME","2007-12",4
"ME","2008-01",3
"ME","2008-02",3
"ME","2008-03",4
"ME","2008-04",6
"ME","2008-05",4
"ME","2008-06",7
"ME","2008-07",5
"ME","2008-08",5
"ME","2008-09",3
"ME","2008-10",3
"ME","2008-11",5
"ME","2008-12",4
"ME","2009-01",2
"ME","2009-02",3
"ME","2009-03",2
"ME","2009-04",2
"ME","2009-05",3
"ME","2009-06",4
"ME","2009-07",9
"ME","2009-08",3
"ME","2009-09",0
"ME","2009-10",2
"ME","2009-11",6
"ME","2009-12",3
"ME","2010-01",2
"ME","2010-02",4
"ME","2010-03",2
"ME","2010-04",2
"ME","2010-05",4
"ME","2010-06",3
"ME","2010-07",3
"ME","2010-08",3
"ME","2010-09",4
"ME","2010-10",6
"ME","2010-11",2
"ME","2010-12",3
"ME","2011-01",3
"ME","2011-02",4
"ME","2011-03",2
"ME","2011-04",4
"ME","2011-05",3
"ME","2011-06",0
"ME","2011-07",3
"ME","2011-08",3
"ME","2011-09",3
"ME","2011-10",2
"ME","2011-11",2
"ME","2011-12",5
"ME","2012-01",0
"ME","2012-02",4
"ME","2012-03",3
"ME","2012-04",1
"ME","2012-05",3
"ME","2012-06",3
"ME","2012-07",0
"ME","2012-08",4
"ME","2012-09",1
"ME","2012-10",4
"ME","2012-11",2
"ME","2012-12",1
"ME","2013-01",3
"ME","2013-02",4
"ME","2013-03",0
"ME","2013-04",3
"ME","2013-05",2
"ME","2013-06",2
"ME","2013-07",2
"ME","2013-08",3
"ME","2013-09",1
"ME","2013-10",2
"ME","2013-11",2
"ME","2013-12",3
"ME","2014-01",1
"ME","2014-02",0
"ME","2014-03",2
"ME","2014-04",2
"ME","2014-05",0
"ME","2014-06",4
"ME","2014-07",5
"ME","2014-08",1
"ME","2014-09",3
"ME","2014-10",2
"ME","2014-11",1
"ME","2014-12",4
"ME","2015-01",3
"ME","2015-02",4
"ME","2015-03",4
"ME","2015-04",1
"ME","2015-05",3
"ME","2015-06",4
"ME","2015-07",4
"ME","2015-08",4
"ME","2015-09",2
"ME","2015-10",2
"ME","2015-11",2
"ME","2015-12",1
"ME","2016-01",1
"ME","2016-02",2
"ME","2016-03",0
"ME","2016-04",0
"MH","2005-01",0
"MH","2005-02",0
"MH","2005-03",0
"MH","2005-04",0
"MH","2005-05",0
"MH","2005-06",0
"MH","2005-07",0
"MH","2005-08",0
"MH","2005-09",0
"MH","2005-10",0
"MH","2005-11",0
"MH","2005-12",0
"MH","2006-01",0
"MH","2006-02",0
"MH","2006-03",0
"MH","2006-04",0
"MH","2006-05",0
"MH","2006-06",0
"MH","2006-07",0
"MH","2006-08",0
"MH","2006-09",0
"MH","2006-10",0
"MH","2006-11",0
"MH","2006-12",0
"MH","2007-01",0
"MH","2007-02",0
"MH","2007-03",0
"MH","2007-04",0
"MH","2007-05",0
"MH","2007-06",0
"MH","2007-07",0
"MH","2007-08",0
"MH","2007-09",0
"MH","2007-10",0
"MH","2007-11",0
"MH","2007-12",0
"MH","2008-01",0
"MH","2008-02",0
"MH","2008-03",0
"MH","2008-04",0
"MH","2008-05",0
"MH","2008-06",0
"MH","2008-07",0
"MH","2008-08",0
"MH","2008-09",0
"MH","2008-10",0
"MH","2008-11",0
"MH","2008-12",0
"MH","2009-01",0
"MH","2009-02",0
"MH","2009-03",0
"MH","2009-04",0
"MH","2009-05",0
"MH","2009-06",0
"MH","2009-07",0
"MH","2009-08",0
"MH","2009-09",0
"MH","2009-10",0
"MH","2009-11",0
"MH","2009-12",0
"MH","2010-01",0
"MH","2010-02",0
"MH","2010-03",0
"MH","2010-04",0
"MH","2010-05",0
"MH","2010-06",0
"MH","2010-07",0
"MH","2010-08",0
"MH","2010-09",0
"MH","2010-10",0
"MH","2010-11",0
"MH","2010-12",0
"MH","2011-01",0
"MH","2011-02",0
"MH","2011-03",0
"MH","2011-04",0
"MH","2011-05",0
"MH","2011-06",0
"MH","2011-07",0
"MH","2011-08",0
"MH","2011-09",0
"MH","2011-10",0
"MH","2011-11",0
"MH","2011-12",0
"MH","2012-01",0
"MH","2012-02",0
"MH","2012-03",0
"MH","2012-04",0
"MH","2012-05",0
"MH","2012-06",0
"MH","2012-07",0
"MH","2012-08",0
"MH","2012-09",0
"MH","2012-10",0
"MH","2012-11",0
"MH","2012-12",0
"MH","2013-01",0
"MH","2013-02",0
"MH","2013-03",0
"MH","2013-04",0
"MH","2013-05",0
"MH","2013-06",0
"MH","2013-07",0
"MH","2013-08",0
"MH","2013-09",0
"MH","2013-10",0
"MH","2013-11",0
"MH","2013-12",0
"MH","2014-01",0
"MH","2014-02",0
"MH","2014-03",0
"MH","2014-04",0
"MH","2014-05",0
"MH","2014-06",0
"MH","2014-07",0
"MH","2014-08",0
"MH","2014-09",0
"MH","2014-10",0
"MH","2014-11",0
"MH","2014-12",0
"MH","2015-01",0
"MH","2015-02",0
"MH","2015-03",0
"MH","2015-04",0
"MH","2015-05",0
"MH","2015-06",0
"MH","2015-07",0
"MH","2015-08",0
"MH","2015-09",0
"MH","2015-10",0
"MH","2015-11",0
"MH","2015-12",0
"MH","2016-01",0
"MH","2016-02",0
"MH","2016-03",0
"MH","2016-04",0
"MI","2005-01",0
"MI","2005-02",17
"MI","2005-03",18
"MI","2005-04",22
"MI","2005-05",24
"MI","2005-06",32
"MI","2005-07",30
"MI","2005-08",38
"MI","2005-09",25
"MI","2005-10",37
"MI","2005-11",25
"MI","2005-12",20
"MI","2006-01",28
"MI","2006-02",23
"MI","2006-03",24
"MI","2006-04",22
"MI","2006-05",38
"MI","2006-06",50
"MI","2006-07",39
"MI","2006-08",44
"MI","2006-09",24
"MI","2006-10",27
"MI","2006-11",24
"MI","2006-12",16
"MI","2007-01",20
"MI","2007-02",26
"MI","2007-03",22
"MI","2007-04",33
"MI","2007-05",39
"MI","2007-06",38
"MI","2007-07",38
"MI","2007-08",52
"MI","2007-09",29
"MI","2007-10",37
"MI","2007-11",26
"MI","2007-12",14
"MI","2008-01",30
"MI","2008-02",25
"MI","2008-03",24
"MI","2008-04",24
"MI","2008-05",28
"MI","2008-06",42
"MI","2008-07",38
"MI","2008-08",30
"MI","2008-09",24
"MI","2008-10",20
"MI","2008-11",13
"MI","2008-12",17
"MI","2009-01",16
"MI","2009-02",23
"MI","2009-03",27
"MI","2009-04",22
"MI","2009-05",29
"MI","2009-06",41
"MI","2009-07",22
"MI","2009-08",31
"MI","2009-09",35
"MI","2009-10",30
"MI","2009-11",23
"MI","2009-12",18
"MI","2010-01",17
"MI","2010-02",13
"MI","2010-03",26
"MI","2010-04",32
"MI","2010-05",30
"MI","2010-06",28
"MI","2010-07",26
"MI","2010-08",42
"MI","2010-09",21
"MI","2010-10",24
"MI","2010-11",18
"MI","2010-12",22
"MI","2011-01",26
"MI","2011-02",22
"MI","2011-03",24
"MI","2011-04",28
"MI","2011-05",24
"MI","2011-06",38
"MI","2011-07",33
"MI","2011-08",43
"MI","2011-09",24
"MI","2011-10",18
"MI","2011-11",26
"MI","2011-12",15
"MI","2012-01",17
"MI","2012-02",15
"MI","2012-03",23
"MI","2012-04",18
"MI","2012-05",31
"MI","2012-06",42
"MI","2012-07",35
"MI","2012-08",29
"MI","2012-09",29
"MI","2012-10",33
"MI","2012-11",24
"MI","2012-12",19
"MI","2013-01",23
"MI","2013-02",9
"MI","2013-03",17
"MI","2013-04",30
"MI","2013-05",40
"MI","2013-06",24
"MI","2013-07",38
"MI","2013-08",31
"MI","2013-09",21
"MI","2013-10",32
"MI","2013-11",30
"MI","2013-12",20
"MI","2014-01",24
"MI","2014-02",23
"MI","2014-03",35
"MI","2014-04",33
"MI","2014-05",34
"MI","2014-06",32
"MI","2014-07",53
"MI","2014-08",36
"MI","2014-09",29
"MI","2014-10",42
"MI","2014-11",21
"MI","2014-12",52
"MI","2015-01",24
"MI","2015-02",28
"MI","2015-03",43
"MI","2015-04",23
"MI","2015-05",17
"MI","2015-06",43
"MI","2015-07",49
"MI","2015-08",36
"MI","2015-09",43
"MI","2015-10",25
"MI","2015-11",18
"MI","2015-12",33
"MI","2016-01",29
"MI","2016-02",17
"MI","2016-03",0
"MI","2016-04",0
"MN","2005-01",0
"MN","2005-02",18
"MN","2005-03",19
"MN","2005-04",20
"MN","2005-05",16
"MN","2005-06",20
"MN","2005-07",23
"MN","2005-08",38
"MN","2005-09",22
"MN","2005-10",19
"MN","2005-11",22
"MN","2005-12",18
"MN","2006-01",24
"MN","2006-02",29
"MN","2006-03",29
"MN","2006-04",28
"MN","2006-05",50
"MN","2006-06",54
"MN","2006-07",40
"MN","2006-08",36
"MN","2006-09",40
"MN","2006-10",33
"MN","2006-11",28
"MN","2006-12",11
"MN","2007-01",43
"MN","2007-02",36
"MN","2007-03",36
"MN","2007-04",30
"MN","2007-05",27
"MN","2007-06",40
"MN","2007-07",39
"MN","2007-08",28
"MN","2007-09",26
"MN","2007-10",24
"MN","2007-11",15
"MN","2007-12",13
"MN","2008-01",29
"MN","2008-02",26
"MN","2008-03",32
"MN","2008-04",24
"MN","2008-05",26
"MN","2008-06",35
"MN","2008-07",30
"MN","2008-08",23
"MN","2008-09",17
"MN","2008-10",21
"MN","2008-11",15
"MN","2008-12",15
"MN","2009-01",19
"MN","2009-02",18
"MN","2009-03",15
"MN","2009-04",18
"MN","2009-05",23
"MN","2009-06",25
"MN","2009-07",21
"MN","2009-08",25
"MN","2009-09",12
"MN","2009-10",17
"MN","2009-11",20
"MN","2009-12",17
"MN","2010-01",21
"MN","2010-02",8
"MN","2010-03",17
"MN","2010-04",25
"MN","2010-05",29
"MN","2010-06",29
"MN","2010-07",25
"MN","2010-08",32
"MN","2010-09",20
"MN","2010-10",30
"MN","2010-11",18
"MN","2010-12",17
"MN","2011-01",20
"MN","2011-02",15
"MN","2011-03",15
"MN","2011-04",18
"MN","2011-05",24
"MN","2011-06",27
"MN","2011-07",27
"MN","2011-08",24
"MN","2011-09",18
"MN","2011-10",16
"MN","2011-11",15
"MN","2011-12",9
"MN","2012-01",17
"MN","2012-02",19
"MN","2012-03",14
"MN","2012-04",19
"MN","2012-05",27
"MN","2012-06",26
"MN","2012-07",28
"MN","2012-08",22
"MN","2012-09",23
"MN","2012-10",28
"MN","2012-11",22
"MN","2012-12",8
"MN","2013-01",13
"MN","2013-02",11
"MN","2013-03",21
"MN","2013-04",22
"MN","2013-05",22
"MN","2013-06",18
"MN","2013-07",30
"MN","2013-08",29
"MN","2013-09",36
"MN","2013-10",15
"MN","2013-11",22
"MN","2013-12",13
"MN","2014-01",17
"MN","2014-02",27
"MN","2014-03",27
"MN","2014-04",19
"MN","2014-05",25
"MN","2014-06",21
"MN","2014-07",28
"MN","2014-08",21
"MN","2014-09",25
"MN","2014-10",17
"MN","2014-11",12
"MN","2014-12",15
"MN","2015-01",18
